MEDIDAS	TIME_PERIOD	TERRITORIO	SEXO	OBS_VALUE	CONFIDENCIALIDAD_OBSERVACION	NOTAS_OBSERVACION	ESTADO_OBSERVACION	ESTADO_OBSERVACION_CODE
Población. Tasa de variación anual	2006	Arico	Hombres	-0.94				
Población. Proporción	2006	Arico	Hombres	0.37				
Población	2005	Arico	Hombres	3705				
Población. Variación anual	2005	Arico	Hombres	60				
Población. Tasa de variación anual	2005	Arico	Hombres	1.65				
Población. Proporción	2005	Arico	Hombres	0.37				
Población	2004	Arico	Hombres	3645				
Población. Variación anual	2004	Arico	Hombres	55				
Población. Tasa de variación anual	2004	Arico	Hombres	1.53				
Población. Proporción	2004	Arico	Hombres	0.38				
Población	2003	Arico	Hombres	3590				
Población. Variación anual	2003	Arico	Hombres	170				
Población. Tasa de variación anual	2003	Arico	Hombres	4.97				
Población. Proporción	2003	Arico	Hombres	0.38				
Población	2002	Arico	Hombres	3420				
Población. Variación anual	2002	Arico	Hombres	220				
Población. Tasa de variación anual	2002	Arico	Hombres	6.88				
Población. Proporción	2002	Arico	Hombres	0.37				
Población	2001	Arico	Hombres	3200				
Población. Variación anual	2001	Arico	Hombres	298				
Población. Tasa de variación anual	2001	Arico	Hombres	10.27				
Población. Proporción	2001	Arico	Hombres	0.36				
Población	2000	Arico	Hombres	2902				
Población. Variación anual	2000	Arico	Hombres	282				
Población. Tasa de variación anual	2000	Arico	Hombres	10.76				
Población. Proporción	2000	Arico	Hombres	0.34				
Población	1999	Arico	Hombres	2620				
Población. Variación anual	1999	Arico	Hombres	34				
Población. Tasa de variación anual	1999	Arico	Hombres	1.31				
Población. Proporción	1999	Arico	Hombres	0.32				
Población	1998	Arico	Hombres	2586				
Población. Variación anual	1998	Arico	Hombres				Valor no disponible; el dato no existe	M
Población. Tasa de variación anual	1998	Arico	Hombres				Valor no disponible; el dato no existe	M
Población. Proporción	1998	Arico	Hombres	0.32				
Población	1996	Arico	Hombres	2592				
Población. Variación anual	1996	Arico	Hombres				Valor no disponible; el dato no existe	M
Población. Tasa de variación anual	1996	Arico	Hombres				Valor no disponible; el dato no existe	M
Población. Proporción	1996	Arico	Hombres	0.33				
Población	2021	Arico	Mujeres	3999				
Población. Variación anual	2021	Arico	Mujeres	59				
Población. Tasa de variación anual	2021	Arico	Mujeres	1.5				
Población. Proporción	2021	Arico	Mujeres	0.36				
Población	2020	Arico	Mujeres	3940				
Población. Variación anual	2020	Arico	Mujeres	103				
Población. Tasa de variación anual	2020	Arico	Mujeres	2.68				
Población. Proporción	2020	Arico	Mujeres	0.36				
Población	2019	Arico	Mujeres	3837				
Población. Variación anual	2019	Arico	Mujeres	98				
Población. Tasa de variación anual	2019	Arico	Mujeres	2.62				
Población. Proporción	2019	Arico	Mujeres	0.35				
Población	2018	Arico	Mujeres	3739				
Población. Variación anual	2018	Arico	Mujeres	105				
Población. Tasa de variación anual	2018	Arico	Mujeres	2.89				
Población. Proporción	2018	Arico	Mujeres	0.35				
Población	2017	Arico	Mujeres	3634				
Población. Variación anual	2017	Arico	Mujeres	59				
Población. Tasa de variación anual	2017	Arico	Mujeres	1.65				
Población. Proporción	2017	Arico	Mujeres	0.34				
Población	2016	Arico	Mujeres	3575				
Población. Variación anual	2016	Arico	Mujeres	73				
Población. Tasa de variación anual	2016	Arico	Mujeres	2.08				
Población. Proporción	2016	Arico	Mujeres	0.34				
Población	2015	Arico	Mujeres	3502				
Población. Variación anual	2015	Arico	Mujeres	-163				
Población. Tasa de variación anual	2015	Arico	Mujeres	-4.45				
Población. Proporción	2015	Arico	Mujeres	0.33				
Población	2014	Arico	Mujeres	3665				
Población. Variación anual	2014	Arico	Mujeres	98				
Población. Tasa de variación anual	2014	Arico	Mujeres	2.75				
Población. Proporción	2014	Arico	Mujeres	0.35				
Población	2013	Arico	Mujeres	3567				
Población. Variación anual	2013	Arico	Mujeres	-369				
Población. Tasa de variación anual	2013	Arico	Mujeres	-9.38				
Población. Proporción	2013	Arico	Mujeres	0.34				
Población	2012	Arico	Mujeres	3936				
Población. Variación anual	2012	Arico	Mujeres	82				
Población. Tasa de variación anual	2012	Arico	Mujeres	2.13				
Población. Proporción	2012	Arico	Mujeres	0.37				
Población	2011	Arico	Mujeres	3854				
Población. Variación anual	2011	Arico	Mujeres	36				
Población. Tasa de variación anual	2011	Arico	Mujeres	0.94				
Población. Proporción	2011	Arico	Mujeres	0.36				
Población	2010	Arico	Mujeres	3818				
Población. Variación anual	2010	Arico	Mujeres	12				
Población. Tasa de variación anual	2010	Arico	Mujeres	0.32				
Población. Proporción	2010	Arico	Mujeres	0.36				
Población	2009	Arico	Mujeres	3806				
Población. Variación anual	2009	Arico	Mujeres	54				
Población. Tasa de variación anual	2009	Arico	Mujeres	1.44				
Población. Proporción	2009	Arico	Mujeres	0.36				
Población	2008	Arico	Mujeres	3752				
Población. Variación anual	2008	Arico	Mujeres	71				
Población. Tasa de variación anual	2008	Arico	Mujeres	1.93				
Población. Proporción	2008	Arico	Mujeres	0.36				
Población	2007	Arico	Mujeres	3681				
Población. Variación anual	2007	Arico	Mujeres	247				
Población. Tasa de variación anual	2007	Arico	Mujeres	7.19				
Población. Proporción	2007	Arico	Mujeres	0.36				
Población	2006	Arico	Mujeres	3434				
Población. Variación anual	2006	Arico	Mujeres	-20				
Población. Tasa de variación anual	2006	Arico	Mujeres	-0.58				
Población. Proporción	2006	Arico	Mujeres	0.35				
Población	2005	Arico	Mujeres	3454				
Población. Variación anual	2005	Arico	Mujeres	94				
Población. Tasa de variación anual	2005	Arico	Mujeres	2.8				
Población. Proporción	2005	Arico	Mujeres	0.35				
Población	2004	Arico	Mujeres	3360				
Población. Variación anual	2004	Arico	Mujeres	22				
Población. Tasa de variación anual	2004	Arico	Mujeres	0.66				
Población. Proporción	2004	Arico	Mujeres	0.35				
Población	2003	Arico	Mujeres	3338				
Población. Variación anual	2003	Arico	Mujeres	105				
Población. Tasa de variación anual	2003	Arico	Mujeres	3.25				
Población. Proporción	2003	Arico	Mujeres	0.35				
Población	2002	Arico	Mujeres	3233				
Población. Variación anual	2002	Arico	Mujeres	199				
Población. Tasa de variación anual	2002	Arico	Mujeres	6.56				
Población. Proporción	2002	Arico	Mujeres	0.35				
Población	2001	Arico	Mujeres	3034				
Población. Variación anual	2001	Arico	Mujeres	292				
Población. Tasa de variación anual	2001	Arico	Mujeres	10.65				
Población. Proporción	2001	Arico	Mujeres	0.34				
Población	2000	Arico	Mujeres	2742				
Población. Variación anual	2000	Arico	Mujeres	247				
Población. Tasa de variación anual	2000	Arico	Mujeres	9.9				
Población. Proporción	2000	Arico	Mujeres	0.32				
Población	1999	Arico	Mujeres	2495				
Población. Variación anual	1999	Arico	Mujeres	28				
Población. Tasa de variación anual	1999	Arico	Mujeres	1.13				
Población. Proporción	1999	Arico	Mujeres	0.3				
Población	1998	Arico	Mujeres	2467				
Población. Variación anual	1998	Arico	Mujeres				Valor no disponible; el dato no existe	M
Población. Tasa de variación anual	1998	Arico	Mujeres				Valor no disponible; el dato no existe	M
Población. Proporción	1998	Arico	Mujeres	0.3				
Población	1996	Arico	Mujeres	2472				
Población. Variación anual	1996	Arico	Mujeres				Valor no disponible; el dato no existe	M
Población. Tasa de variación anual	1996	Arico	Mujeres				Valor no disponible; el dato no existe	M
Población. Proporción	1996	Arico	Mujeres	0.31				
Población	2021	Arona	Total	82563				
Población. Variación anual	2021	Arona	Total	-214				
Población. Tasa de variación anual	2021	Arona	Total	-0.26				
Población. Proporción	2021	Arona	Total	3.8				
Población	2020	Arona	Total	82777				
Población. Variación anual	2020	Arona	Total	1561				
Población. Tasa de variación anual	2020	Arona	Total	1.92				
Población. Proporción	2020	Arona	Total	3.8				
Población	2019	Arona	Total	81216				
Población. Variación anual	2019	Arona	Total	1768				
Población. Tasa de variación anual	2019	Arona	Total	2.23				
Población. Proporción	2019	Arona	Total	3.77				
Población	2018	Arona	Total	79448				
Población. Variación anual	2018	Arona	Total	518				
Población. Tasa de variación anual	2018	Arona	Total	0.66				
Población. Proporción	2018	Arona	Total	3.73				
Población	2017	Arona	Total	78930				
Población. Variación anual	2017	Arona	Total	-242				
Población. Tasa de variación anual	2017	Arona	Total	-0.31				
Población. Proporción	2017	Arona	Total	3.74				
Población	2016	Arona	Total	79172				
Población. Variación anual	2016	Arona	Total	-756				
Población. Tasa de variación anual	2016	Arona	Total	-0.95				
Población. Proporción	2016	Arona	Total	3.77				
Población	2015	Arona	Total	79928				
Población. Variación anual	2015	Arona	Total	38				
Población. Tasa de variación anual	2015	Arona	Total	0.05				
Población. Proporción	2015	Arona	Total	3.81				
Población	2014	Arona	Total	79890				
Población. Variación anual	2014	Arona	Total	-1097				
Población. Tasa de variación anual	2014	Arona	Total	-1.35				
Población. Proporción	2014	Arona	Total	3.8				
Población	2013	Arona	Total	80987				
Población. Variación anual	2013	Arona	Total	3269				
Población. Tasa de variación anual	2013	Arona	Total	4.21				
Población. Proporción	2013	Arona	Total	3.82				
Población	2012	Arona	Total	77718				
Población. Variación anual	2012	Arona	Total	2379				
Población. Tasa de variación anual	2012	Arona	Total	3.16				
Población. Proporción	2012	Arona	Total	3.67				
Población	2011	Arona	Total	75339				
Población. Variación anual	2011	Arona	Total	-4038				
Población. Tasa de variación anual	2011	Arona	Total	-5.09				
Población. Proporción	2011	Arona	Total	3.54				
Población	2010	Arona	Total	79377				
Población. Variación anual	2010	Arona	Total	763				
Población. Tasa de variación anual	2010	Arona	Total	0.97				
Población. Proporción	2010	Arona	Total	3.75				
Población	2009	Arona	Total	78614				
Población. Variación anual	2009	Arona	Total	2711				
Población. Tasa de variación anual	2009	Arona	Total	3.57				
Población. Proporción	2009	Arona	Total	3.74				
Población	2008	Arona	Total	75903				
Población. Variación anual	2008	Arona	Total	3575				
Población. Tasa de variación anual	2008	Arona	Total	4.94				
Población. Proporción	2008	Arona	Total	3.66				
Población	2007	Arona	Total	72328				
Población. Variación anual	2007	Arona	Total	3228				
Población. Tasa de variación anual	2007	Arona	Total	4.67				
Población. Proporción	2007	Arona	Total	3.57				
Población	2006	Arona	Total	69100				
Población. Variación anual	2006	Arona	Total	3550				
Población. Tasa de variación anual	2006	Arona	Total	5.42				
Población. Proporción	2006	Arona	Total	3.46				
Población	2005	Arona	Total	65550				
Población. Variación anual	2005	Arona	Total	6155				
Población. Tasa de variación anual	2005	Arona	Total	10.36				
Población. Proporción	2005	Arona	Total	3.33				
Población	2004	Arona	Total	59395				
Población. Variación anual	2004	Arona	Total	1950				
Población. Tasa de variación anual	2004	Arona	Total	3.39				
Población. Proporción	2004	Arona	Total	3.1				
Población	2003	Arona	Total	57445				
Población. Variación anual	2003	Arona	Total	4873				
Población. Tasa de variación anual	2003	Arona	Total	9.27				
Población. Proporción	2003	Arona	Total	3.03				
Población	2002	Arona	Total	52572				
Población. Variación anual	2002	Arona	Total	9313				
Población. Tasa de variación anual	2002	Arona	Total	21.53				
Población. Proporción	2002	Arona	Total	2.85				
Población	2001	Arona	Total	43259				
Población. Variación anual	2001	Arona	Total	4843				
Población. Tasa de variación anual	2001	Arona	Total	12.61				
Población. Proporción	2001	Arona	Total	2.43				
Población	2000	Arona	Total	38416				
Población. Variación anual	2000	Arona	Total	8624				
Población. Tasa de variación anual	2000	Arona	Total	28.95				
Población. Proporción	2000	Arona	Total	2.24				
Población	1999	Arona	Total	29792				
Población. Variación anual	1999	Arona	Total	3480				
Población. Tasa de variación anual	1999	Arona	Total	13.23				
Población. Proporción	1999	Arona	Total	1.78				
Población	1998	Arona	Total	26312				
Población. Variación anual	1998	Arona	Total				Valor no disponible; el dato no existe	M
Población. Tasa de variación anual	1998	Arona	Total				Valor no disponible; el dato no existe	M
Población. Proporción	1998	Arona	Total	1.61				
Población	1996	Arona	Total	28208				
Población. Variación anual	1996	Arona	Total				Valor no disponible; el dato no existe	M
Población. Tasa de variación anual	1996	Arona	Total				Valor no disponible; el dato no existe	M
Población. Proporción	1996	Arona	Total	1.76				
Población	2021	Arona	Hombres	41804				
Población. Variación anual	2021	Arona	Hombres	-229				
Población. Tasa de variación anual	2021	Arona	Hombres	-0.54				
Población. Proporción	2021	Arona	Hombres	3.89				
Población	2020	Arona	Hombres	42033				
Población. Variación anual	2020	Arona	Hombres	750				
Población. Tasa de variación anual	2020	Arona	Hombres	1.82				
Población. Proporción	2020	Arona	Hombres	3.91				
Población	2019	Arona	Hombres	41283				
Población. Variación anual	2019	Arona	Hombres	645				
Población. Tasa de variación anual	2019	Arona	Hombres	1.59				
Población. Proporción	2019	Arona	Hombres	3.87				
Población	2018	Arona	Hombres	40638				
Población. Variación anual	2018	Arona	Hombres	280				
Población. Tasa de variación anual	2018	Arona	Hombres	0.69				
Población. Proporción	2018	Arona	Hombres	3.86				
Población	2017	Arona	Hombres	40358				
Población. Variación anual	2017	Arona	Hombres	-112				
Población. Tasa de variación anual	2017	Arona	Hombres	-0.28				
Población. Proporción	2017	Arona	Hombres	3.86				
Población	2016	Arona	Hombres	40470				
Población. Variación anual	2016	Arona	Hombres	-449				
Población. Tasa de variación anual	2016	Arona	Hombres	-1.1				
Población. Proporción	2016	Arona	Hombres	3.88				
Población	2015	Arona	Hombres	40919				
Población. Variación anual	2015	Arona	Hombres	26				
Población. Tasa de variación anual	2015	Arona	Hombres	0.06				
Población. Proporción	2015	Arona	Hombres	3.92				
Población	2014	Arona	Hombres	40893				
Población. Variación anual	2014	Arona	Hombres	-802				
Población. Tasa de variación anual	2014	Arona	Hombres	-1.92				
Población. Proporción	2014	Arona	Hombres	3.91				
Población	2013	Arona	Hombres	41695				
Población. Variación anual	2013	Arona	Hombres	1634				
Población. Tasa de variación anual	2013	Arona	Hombres	4.08				
Población. Proporción	2013	Arona	Hombres	3.95				
Población	2012	Arona	Hombres	40061				
Población. Variación anual	2012	Arona	Hombres	1225				
Población. Tasa de variación anual	2012	Arona	Hombres	3.15				
Población. Proporción	2012	Arona	Hombres	3.79				
Población	2011	Arona	Hombres	38836				
Población. Variación anual	2011	Arona	Hombres	-2261				
Población. Tasa de variación anual	2011	Arona	Hombres	-5.5				
Población. Proporción	2011	Arona	Hombres	3.66				
Población	2010	Arona	Hombres	41097				
Población. Variación anual	2010	Arona	Hombres	218				
Población. Tasa de variación anual	2010	Arona	Hombres	0.53				
Población. Proporción	2010	Arona	Hombres	3.88				
Población	2009	Arona	Hombres	40879				
Población. Variación anual	2009	Arona	Hombres	1400				
Población. Tasa de variación anual	2009	Arona	Hombres	3.55				
Población. Proporción	2009	Arona	Hombres	3.88				
Población	2008	Arona	Hombres	39479				
Población. Variación anual	2008	Arona	Hombres	1858				
Población. Tasa de variación anual	2008	Arona	Hombres	4.94				
